exp	acc	target	biosample	synonyms	biorep	techrep	read	read_length	run_type	read_count	url	md5sum	controls	qc_flags
ENCSR922MQU	ENCFF763CHK	FUBP1	HepG2	HepG2 cell,Hep-G2	2	2_1	1	100	single-ended	46959861	https://encode-public.s3.amazonaws.com/2020/02/07/69a462e5-9083-4331-907c-e119e896b51b/ENCFF763CHK.fastq.gz	c69847899c88f98da48c82af795e358f	ENCSR019ZGX	missing genetic modification reagents,mild to moderate bottlenecking,borderline replicate concordance
ENCSR665KYH	ENCFF780IGT	ZNF521	HEK293	human embryonic kidney cell	1	1_1	1	101	paired-ended	39508170	https://encode-public.s3.amazonaws.com/2017/02/10/f2d97eef-44fe-4928-b26a-0b601188376b/ENCFF780IGT.fastq.gz	e13b85a5ef5ec809e54b889baf7105b7	ENCSR300VIY,ENCSR157LMX,ENCSR274OGE,ENCSR342AGU,ENCSR354FNX,ENCSR429LAP,ENCSR688NWK	missing genetic modification characterization,mild to moderate bottlenecking,missing biosample characterization
ENCSR665KYH	ENCFF109KFS	ZNF521	HEK293	human embryonic kidney cell	2	2_1	1	101	paired-ended	47604474	https://encode-public.s3.amazonaws.com/2017/02/10/b7f10b31-bad0-4217-b931-1e1c6699064d/ENCFF109KFS.fastq.gz	17a3687f27d4b9e2c2b71fe350faa1a7	ENCSR300VIY,ENCSR157LMX,ENCSR274OGE,ENCSR342AGU,ENCSR354FNX,ENCSR429LAP,ENCSR688NWK	missing genetic modification characterization,mild to moderate bottlenecking,missing biosample characterization
ENCSR665KYH	ENCFF485RLD	ZNF521	HEK293	human embryonic kidney cell	1	1_1	2	101	paired-ended	39508170	https://encode-public.s3.amazonaws.com/2017/02/10/ee96830e-431b-460a-899f-c2cfaf8bc2a8/ENCFF485RLD.fastq.gz	e48828442435f8c5d390f8ce6ad02d3b	ENCSR300VIY,ENCSR157LMX,ENCSR274OGE,ENCSR342AGU,ENCSR354FNX,ENCSR429LAP,ENCSR688NWK	missing genetic modification characterization,mild to moderate bottlenecking,missing biosample characterization
ENCSR665KYH	ENCFF364NNY	ZNF521	HEK293	human embryonic kidney cell	2	2_1	2	101	paired-ended	47604474	https://encode-public.s3.amazonaws.com/2017/02/10/6917271a-1ca0-4caa-be06-4431176a6894/ENCFF364NNY.fastq.gz	5c1950c7859f881d2368563c5219c7fe	ENCSR300VIY,ENCSR157LMX,ENCSR274OGE,ENCSR342AGU,ENCSR354FNX,ENCSR429LAP,ENCSR688NWK	missing genetic modification characterization,mild to moderate bottlenecking,missing biosample characterization
ENCSR436RQS	ENCFF262VIF	ZNF577	HepG2	HepG2 cell,Hep-G2	1	1_1	1	100	single-ended	40521486	https://encode-public.s3.amazonaws.com/2019/10/22/53468ba0-533b-46a9-83cd-d93455ec12a6/ENCFF262VIF.fastq.gz	2631ddf8593fb27651c36d65800b331c	ENCSR042HRU	borderline replicate concordance,mild to moderate bottlenecking,low read depth,missing genetic modification reagents
ENCSR436RQS	ENCFF514CAS	ZNF577	HepG2	HepG2 cell,Hep-G2	2	2_1	1	100	single-ended	36635755	https://encode-public.s3.amazonaws.com/2019/10/22/fb5c9c99-31c9-4ca8-af02-5f23e9fa7cd9/ENCFF514CAS.fastq.gz	165d9337a56959f900a5b3820f4086a8	ENCSR042HRU	borderline replicate concordance,mild to moderate bottlenecking,low read depth,missing genetic modification reagents
ENCSR096IIB	ENCFF580BBC	ETV5	HepG2	HepG2 cell,Hep-G2	2	2_1	1	76	single-ended	34171261	https://encode-public.s3.amazonaws.com/2016/07/30/6b48b5b9-e715-45c5-a65f-e2b2d4bfa460/ENCFF580BBC.fastq.gz	b855e25ade820132d28a3616d22545a3	ENCSR239QGH	missing genetic modification reagents,borderline replicate concordance,missing biosample characterization,inconsistent platforms
ENCSR096IIB	ENCFF373AYF	ETV5	HepG2	HepG2 cell,Hep-G2	1	1_1	1	76	single-ended	45803682	https://encode-public.s3.amazonaws.com/2017/12/19/c0eb3a2a-5809-4320-b9f0-6597bd3f14e5/ENCFF373AYF.fastq.gz	e6aeea0a84dd9192633b4bd3da13b9ed	ENCSR239QGH	missing genetic modification reagents,borderline replicate concordance,missing biosample characterization,inconsistent platforms
ENCSR657PEW	ENCFF266USZ	LARP7	GM12878		1	1_1	2	100	paired-ended	59704651	https://encode-public.s3.amazonaws.com/2017/05/02/2631801e-4bf4-42f8-bf38-b740749a1081/ENCFF266USZ.fastq.gz	ce373d4bbe7654e0203538987c517524	ENCSR956WYO	mild to moderate bottlenecking
ENCSR657PEW	ENCFF704JSZ	LARP7	GM12878		1	1_1	1	100	paired-ended	59704651	https://encode-public.s3.amazonaws.com/2017/05/02/90e5d87c-8777-4235-aa44-9de2dd0af907/ENCFF704JSZ.fastq.gz	77a4b3cac26596f76a6e2e1e83cf21a9	ENCSR956WYO	mild to moderate bottlenecking
ENCSR657PEW	ENCFF897TLH	LARP7	GM12878		2	2_1	1	100	paired-ended	50661076	https://encode-public.s3.amazonaws.com/2017/05/02/5847dc2d-9e8c-44de-8db3-fe0a40d8cc0c/ENCFF897TLH.fastq.gz	85d051e576239dfb13751575444de941	ENCSR956WYO	mild to moderate bottlenecking
ENCSR657PEW	ENCFF352LST	LARP7	GM12878		2	2_1	2	100	paired-ended	50661076	https://encode-public.s3.amazonaws.com/2017/05/02/055f29b1-2ced-449f-ac30-770d32bffbfd/ENCFF352LST.fastq.gz	5c42217dc30525babd68851bb962e09f	ENCSR956WYO	mild to moderate bottlenecking
ENCSR574UJE	ENCFF506UID	ZNF485	HepG2	HepG2 cell,Hep-G2	1	1_1	1	100	single-ended	40840078	https://encode-public.s3.amazonaws.com/2019/09/30/20c635a4-2968-451d-b1b9-b66b94685e65/ENCFF506UID.fastq.gz	b9d9059c1df96a7eb2d4c243faf69407	ENCSR555EMB	missing genetic modification reagents,mild to moderate bottlenecking,borderline replicate concordance
ENCSR574UJE	ENCFF468RDH	ZNF485	HepG2	HepG2 cell,Hep-G2	2	2_1	1	100	single-ended	45162491	https://encode-public.s3.amazonaws.com/2019/09/30/6ccd12b8-67c8-4521-bde7-4757623e1eb5/ENCFF468RDH.fastq.gz	2aac8a0e9eda99a2df956187b184e723	ENCSR555EMB	missing genetic modification reagents,mild to moderate bottlenecking,borderline replicate concordance
ENCSR697WMX	ENCFF351CMY	HIVEP1	HepG2	HepG2 cell,Hep-G2	1	1_1	1	100	single-ended	41581636	https://encode-public.s3.amazonaws.com/2019/12/06/d385d23f-dff1-4760-a7a1-03dcd6db5f16/ENCFF351CMY.fastq.gz	b81d00a6fb3229a19164a289b3d08459	ENCSR693GOR	missing genetic modification reagents,mild to moderate bottlenecking
ENCSR697WMX	ENCFF843VDP	HIVEP1	HepG2	HepG2 cell,Hep-G2	2	2_1	1	100	single-ended	43660145	https://encode-public.s3.amazonaws.com/2019/12/06/0f702fcc-4c65-4e84-a979-c5252ebbdffa/ENCFF843VDP.fastq.gz	86ef30901893cf39b50c85fd51ce40d0	ENCSR693GOR	missing genetic modification reagents,mild to moderate bottlenecking
ENCSR196NVU	ENCFF783LUB	ATRX	HepG2	HepG2 cell,Hep-G2	1	1_1	1	75	single-ended	40019099	https://encode-public.s3.amazonaws.com/2020/05/05/3339f5e2-9fc0-4ae7-98fa-72a7145d7536/ENCFF783LUB.fastq.gz	f5a9cc82f1e90f05ed47c9e266b997c1	ENCSR239QGH	missing genetic modification reagents,borderline replicate concordance
ENCSR196NVU	ENCFF047YBK	ATRX	HepG2	HepG2 cell,Hep-G2	2	2_1	1	75	single-ended	41154194	https://encode-public.s3.amazonaws.com/2020/05/05/d0373091-c9ae-4feb-bd0d-41800138df7c/ENCFF047YBK.fastq.gz	e5f6449530d0adeb7c915bb0903e683e	ENCSR239QGH	missing genetic modification reagents,borderline replicate concordance
ENCSR808AKZ	ENCFF423KKF	BCOR	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	100	paired-ended	32221538	https://encode-public.s3.amazonaws.com/2016/04/30/85f8e477-cee6-4d38-8ca0-94d13cd0ddb4/ENCFF423KKF.fastq.gz	574af51d4def37ad5ef29eb02fb9d811	ENCSR173USI	
ENCSR808AKZ	ENCFF036YYM	BCOR	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	100	paired-ended	30016959	https://encode-public.s3.amazonaws.com/2016/04/30/70a8e917-0df6-48c7-8042-4d15a6380f08/ENCFF036YYM.fastq.gz	ce054a288e00de0b9072a52dd9ca1c02	ENCSR173USI	
ENCSR808AKZ	ENCFF047XMV	BCOR	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	100	paired-ended	32221538	https://encode-public.s3.amazonaws.com/2016/04/30/107376c0-7c8d-439e-b6d7-79a45d1b88f2/ENCFF047XMV.fastq.gz	b62b502fae03e94d54715c5148357b39	ENCSR173USI	
ENCSR808AKZ	ENCFF949LLJ	BCOR	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	100	paired-ended	30016959	https://encode-public.s3.amazonaws.com/2016/04/30/62571fa0-9177-4c5e-9e1c-0047122965dc/ENCFF949LLJ.fastq.gz	e843f7530ad0eb416c5032fbe57929f3	ENCSR173USI	
ENCSR154YWK	ENCFF943JHL	ZNF558	HepG2	HepG2 cell,Hep-G2	2	2_1	1	100	single-ended	39780868	https://encode-public.s3.amazonaws.com/2019/12/06/f4863f1c-6f16-4b44-a3f4-5af60fd64cda/ENCFF943JHL.fastq.gz	c169719c812a3ca4c8a1248d80174116	ENCSR313HFF	missing genetic modification reagents,mild to moderate bottlenecking,borderline replicate concordance
ENCSR154YWK	ENCFF083NEZ	ZNF558	HepG2	HepG2 cell,Hep-G2	1	1_2	1	100	single-ended	30061377	https://encode-public.s3.amazonaws.com/2022/01/26/15df972f-e69a-4404-b577-8d1796451400/ENCFF083NEZ.fastq.gz	133f11f1a2875962ba177a715cd0ef02	ENCSR313HFF	missing genetic modification reagents,mild to moderate bottlenecking,borderline replicate concordance
ENCSR154YWK	ENCFF255TKS	ZNF558	HepG2	HepG2 cell,Hep-G2	1	1_2	1	100	single-ended	30021979	https://encode-public.s3.amazonaws.com/2022/01/26/6bad3958-4121-49f6-bc37-f7d55f18d9a2/ENCFF255TKS.fastq.gz	346887109d24d3a160243570413401c5	ENCSR313HFF	missing genetic modification reagents,mild to moderate bottlenecking,borderline replicate concordance
ENCSR343IFJ	ENCFF608EHV	CC2D1A	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	100	paired-ended	31102392	https://encode-public.s3.amazonaws.com/2016/04/30/fe469c72-7e28-443f-bc0c-b5c08a82132c/ENCFF608EHV.fastq.gz	d03f9dabaab988f5f5ef4bcead87b264	ENCSR173USI	mild to moderate bottlenecking
ENCSR343IFJ	ENCFF197ETF	CC2D1A	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	100	paired-ended	31102392	https://encode-public.s3.amazonaws.com/2016/04/30/03c9c669-ad43-4485-825c-8055a39697c4/ENCFF197ETF.fastq.gz	f8294f6fb299126b74b1433f491cb615	ENCSR173USI	mild to moderate bottlenecking
ENCSR343IFJ	ENCFF160TXM	CC2D1A	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	100	paired-ended	36034095	https://encode-public.s3.amazonaws.com/2016/04/30/0cb7e782-4ee6-4d12-b03a-befa35404f16/ENCFF160TXM.fastq.gz	e31ec999d8e18d21d43d392708c32687	ENCSR173USI	mild to moderate bottlenecking
ENCSR343IFJ	ENCFF134VGP	CC2D1A	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	100	paired-ended	36034095	https://encode-public.s3.amazonaws.com/2016/04/30/37caa28b-576f-4107-abe7-4c85e766f4c7/ENCFF134VGP.fastq.gz	a6f2c78db7d5ae9a021107ae79c654c8	ENCSR173USI	mild to moderate bottlenecking
ENCSR770AOR	ENCFF873VOO	ELF3	HepG2	HepG2 cell,Hep-G2	1	1_1	1	76	single-ended	45097978	https://encode-public.s3.amazonaws.com/2016/07/29/37fb7b13-73c3-4338-9ac5-77c1bf0ffbfe/ENCFF873VOO.fastq.gz	379dad44fba13ee7891d8b2b8c4d042d	ENCSR239QGH	missing genetic modification reagents,missing compliant biosample characterization
ENCSR770AOR	ENCFF856RPX	ELF3	HepG2	HepG2 cell,Hep-G2	2	2_1	1	76	single-ended	29372742	https://encode-public.s3.amazonaws.com/2016/07/29/35bab5ee-5bc0-4514-b61e-be8f766edaf8/ENCFF856RPX.fastq.gz	7de566f70c860c5532330ad44c41499b	ENCSR239QGH	missing genetic modification reagents,missing compliant biosample characterization
ENCSR904JEY	ENCFF436IDM	ZNF34	HepG2	HepG2 cell,Hep-G2	1	1_1	1	100	single-ended	41703890	https://encode-public.s3.amazonaws.com/2019/09/30/3979ec51-10df-40d5-b8e5-80e0ecb256f3/ENCFF436IDM.fastq.gz	6a7fad05a2f6db200f7bae2123c8d485	ENCSR042HRU	missing genetic modification reagents,mild to moderate bottlenecking,borderline replicate concordance
ENCSR904JEY	ENCFF723OHM	ZNF34	HepG2	HepG2 cell,Hep-G2	2	2_1	1	100	single-ended	34710981	https://encode-public.s3.amazonaws.com/2019/09/30/ebeeb0cd-a56e-49f8-b027-28ddab44a10e/ENCFF723OHM.fastq.gz	61b0c63490ccea74a94323795ada6cd0	ENCSR042HRU	missing genetic modification reagents,mild to moderate bottlenecking,borderline replicate concordance
ENCSR264LQX	ENCFF261EQN	ZNF383	HepG2	HepG2 cell,Hep-G2	1	1_1	1	100	single-ended	47044293	https://encode-public.s3.amazonaws.com/2019/09/30/f00d3b5c-f441-4573-83f7-b3adc66f4297/ENCFF261EQN.fastq.gz	e731e831089193afb258ad81a8f42960	ENCSR042HRU	missing genetic modification reagents,mild to moderate bottlenecking,borderline replicate concordance
ENCSR264LQX	ENCFF471MCX	ZNF383	HepG2	HepG2 cell,Hep-G2	2	2_1	1	100	single-ended	56583244	https://encode-public.s3.amazonaws.com/2019/09/30/2c293a30-36a4-42e8-9b29-3147f53c9216/ENCFF471MCX.fastq.gz	a17b559dcffdcf91cad6a235936f1ddd	ENCSR042HRU	missing genetic modification reagents,mild to moderate bottlenecking,borderline replicate concordance
ENCSR957LDM	ENCFF983NMP	TRIM24	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	100	paired-ended	30354701	https://encode-public.s3.amazonaws.com/2016/05/13/665068d8-9603-421a-874b-ff3f07dde77c/ENCFF983NMP.fastq.gz	7ee3a5694aa3efbee7bb30551bc84ee5	ENCSR173USI	
ENCSR957LDM	ENCFF150KRT	TRIM24	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	100	paired-ended	30354701	https://encode-public.s3.amazonaws.com/2016/05/13/d76bb6e3-f4b5-4543-a048-436f5477b302/ENCFF150KRT.fastq.gz	9a67436920e1a3186929716d64c634f5	ENCSR173USI	
ENCSR957LDM	ENCFF567LMF	TRIM24	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	100	paired-ended	24820892	https://encode-public.s3.amazonaws.com/2016/08/25/2e51a3cb-7118-47ab-b30c-0b2417ac584e/ENCFF567LMF.fastq.gz	87327068f93c2ea72c929e388900b5b9	ENCSR173USI	
ENCSR957LDM	ENCFF112ZYY	TRIM24	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	100	paired-ended	24820892	https://encode-public.s3.amazonaws.com/2016/08/25/b0ee8a98-f7ae-4b4b-9e2a-ff5d2e721d43/ENCFF112ZYY.fastq.gz	769ea519bcabb23b4a02ba92a215e6c8	ENCSR173USI	
ENCSR647PJW	ENCFF471RUL	SFPQ	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	40	single-ended	26345835	https://encode-public.s3.amazonaws.com/2017/01/12/7a414cf4-df28-4769-a4f1-ea655a33fdb2/ENCFF471RUL.fastq.gz	f34bd183743c5d2ef6a406a24b989635	ENCSR436OZQ	low read length,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR647PJW	ENCFF576NBS	SFPQ	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	40	single-ended	30919868	https://encode-public.s3.amazonaws.com/2017/01/12/2d3188e6-29c2-4b7e-806f-ab16fb65351a/ENCFF576NBS.fastq.gz	b1ca422009463dd3c8337334bec2167b	ENCSR436OZQ	low read length,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR803EKW	ENCFF144MVR	NCOA2	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	100	paired-ended	53302547	https://encode-public.s3.amazonaws.com/2016/04/28/258de897-a3fc-49b9-bdc5-3d3a79531bef/ENCFF144MVR.fastq.gz	2c8fcb3744bc4b2814fbe45b118678ef	ENCSR632PAG	mild to moderate bottlenecking
ENCSR803EKW	ENCFF549XBX	NCOA2	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	100	paired-ended	53302547	https://encode-public.s3.amazonaws.com/2016/04/28/bcd1715a-10c1-4c2f-bff0-37fa989b3278/ENCFF549XBX.fastq.gz	07cdca881b29734ef11c6c3623998645	ENCSR632PAG	mild to moderate bottlenecking
ENCSR803EKW	ENCFF838ILR	NCOA2	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	100	paired-ended	50256766	https://encode-public.s3.amazonaws.com/2016/04/28/f2feec84-38db-4cab-9738-4830b84a529d/ENCFF838ILR.fastq.gz	0ecb602840158c87f9696942d3dbc3c0	ENCSR632PAG	mild to moderate bottlenecking
ENCSR803EKW	ENCFF385CVM	NCOA2	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	100	paired-ended	50256766	https://encode-public.s3.amazonaws.com/2016/04/28/c9be3360-a14d-4d89-b468-ec0770566c88/ENCFF385CVM.fastq.gz	edb306cab91e6ee93167fd18d7784041	ENCSR632PAG	mild to moderate bottlenecking
ENCSR780OXL	ENCFF583EFH	GMEB1	HepG2	HepG2 cell,Hep-G2	1	1_1	1	100	single-ended	42095072	https://encode-public.s3.amazonaws.com/2020/02/06/212b7335-fb0c-4b31-aec4-c2006457f63a/ENCFF583EFH.fastq.gz	e2b9565be4498574685b5def5433ec0a	ENCSR019ZGX	missing genetic modification reagents,mild to moderate bottlenecking,borderline replicate concordance
ENCSR780OXL	ENCFF946XRR	GMEB1	HepG2	HepG2 cell,Hep-G2	2	2_1	1	100	single-ended	54252485	https://encode-public.s3.amazonaws.com/2020/02/06/28abf867-1693-412d-9f4b-8131be2b60d2/ENCFF946XRR.fastq.gz	1c9dace5913602182860259c20c32eb4	ENCSR019ZGX	missing genetic modification reagents,mild to moderate bottlenecking,borderline replicate concordance
ENCSR243BPI	ENCFF771EFB	ZNF219	HepG2	HepG2 cell,Hep-G2	1	1_1	1	50	single-ended	31519964	https://encode-public.s3.amazonaws.com/2016/04/01/38da9c74-7a8c-4864-8f42-0991b3342bf3/ENCFF771EFB.fastq.gz	578d7eb5e9f34fd2ed21e657c942160a	ENCSR346XJA	missing genetic modification reagents
ENCSR243BPI	ENCFF110WFK	ZNF219	HepG2	HepG2 cell,Hep-G2	2	2_1	1	50	single-ended	34388684	https://encode-public.s3.amazonaws.com/2016/04/01/abcd4d17-b876-43ef-a9db-a412540f904b/ENCFF110WFK.fastq.gz	48ba4f5ef1c58842638689ed2bb9658f	ENCSR346XJA	missing genetic modification reagents
ENCSR744WOO	ENCFF349MIY	TCF12	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	100	paired-ended	25614844	https://encode-public.s3.amazonaws.com/2016/05/13/32ac4518-03f2-41d3-8f8a-f562ee21b135/ENCFF349MIY.fastq.gz	f7396c330854dc664f2e27848684dd6a	ENCSR173USI	antibody characterized with exemption
ENCSR744WOO	ENCFF920GYM	TCF12	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	100	paired-ended	31865034	https://encode-public.s3.amazonaws.com/2016/05/13/5285ef23-b3e3-42be-9b97-0399538226bb/ENCFF920GYM.fastq.gz	11a1da9016da79926701c9624259f9e0	ENCSR173USI	antibody characterized with exemption
ENCSR744WOO	ENCFF017IMJ	TCF12	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	100	paired-ended	25614844	https://encode-public.s3.amazonaws.com/2016/05/13/ebacd6dc-bbaa-4967-a17b-3231a1ae9105/ENCFF017IMJ.fastq.gz	da58c2252770d023815075115aad1c18	ENCSR173USI	antibody characterized with exemption
ENCSR744WOO	ENCFF171QIU	TCF12	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	100	paired-ended	31865034	https://encode-public.s3.amazonaws.com/2016/05/13/4f960757-f098-40e2-9e61-83c0b1baaef2/ENCFF171QIU.fastq.gz	6d6dbbda436156b2a5c92d64877df50d	ENCSR173USI	antibody characterized with exemption
ENCSR439OCL	ENCFF065DPP	ZNF407	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	100	paired-ended	28943287	https://encode-public.s3.amazonaws.com/2016/05/13/fe47cf67-4010-47a2-ad42-b3e67b2828af/ENCFF065DPP.fastq.gz	1c2f7b55347f91c165866830b3d3504e	ENCSR173USI	mild to moderate bottlenecking,low read depth
ENCSR439OCL	ENCFF235SEI	ZNF407	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	100	paired-ended	24347414	https://encode-public.s3.amazonaws.com/2016/05/13/01151e43-c1c1-422c-9b32-7b327826a088/ENCFF235SEI.fastq.gz	63f8938612fac356fcbf7a2a35696708	ENCSR173USI	mild to moderate bottlenecking,low read depth
ENCSR439OCL	ENCFF202KVA	ZNF407	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	100	paired-ended	24347414	https://encode-public.s3.amazonaws.com/2016/05/13/273fb242-4944-49b7-b360-bed3952c082e/ENCFF202KVA.fastq.gz	1b9ed62c64bb9daad5fa4e875e20bbb0	ENCSR173USI	mild to moderate bottlenecking,low read depth
ENCSR439OCL	ENCFF645KUF	ZNF407	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	100	paired-ended	28943287	https://encode-public.s3.amazonaws.com/2016/05/13/fa89d02f-5d7a-4321-956e-0a44dade6dc5/ENCFF645KUF.fastq.gz	9d017e49c5ab2108a95ab5dcaa42958b	ENCSR173USI	mild to moderate bottlenecking,low read depth
ENCSR436PIH	ENCFF553AEW	ZNF483	HepG2	HepG2 cell,Hep-G2	1	1_1	1	100	single-ended	40518213	https://encode-public.s3.amazonaws.com/2019/10/23/fc256908-d4ed-412d-b388-d78771ac6adc/ENCFF553AEW.fastq.gz	0f4dc503b36e8492ef6a86562a5c00dc	ENCSR042HRU	missing genetic modification reagents,mild to moderate bottlenecking,moderate library complexity,borderline replicate concordance
ENCSR436PIH	ENCFF285OOK	ZNF483	HepG2	HepG2 cell,Hep-G2	2	2_1	1	100	single-ended	38356521	https://encode-public.s3.amazonaws.com/2019/10/23/4ad0fe3b-1e01-41fe-ad53-5c56ae8e10cb/ENCFF285OOK.fastq.gz	56c67b80f66d6a2faf4a7c5c7a880bde	ENCSR042HRU	missing genetic modification reagents,mild to moderate bottlenecking,moderate library complexity,borderline replicate concordance
ENCSR938ETG	ENCFF795MVM	KLF9	HepG2	HepG2 cell,Hep-G2	2	2_1	1	76	single-ended	27017474	https://encode-public.s3.amazonaws.com/2016/07/29/a77c6a5e-1f11-420f-93c6-7460d691b1a6/ENCFF795MVM.fastq.gz	b8a018d14995ed23e5e1d00843c85383	ENCSR239QGH	low read depth
ENCSR938ETG	ENCFF351KCG	KLF9	HepG2	HepG2 cell,Hep-G2	1	1_1	1	76	single-ended	31221665	https://encode-public.s3.amazonaws.com/2016/07/29/5c0985dd-1b1c-41c8-8e0b-83fcb72b8246/ENCFF351KCG.fastq.gz	a091215b39d79cb4c90d67f4a6c29cee	ENCSR239QGH	low read depth
ENCSR253HUM	ENCFF881ZTQ	ZNF576	HepG2	HepG2 cell,Hep-G2	1	1_1	1	100	single-ended	42288610	https://encode-public.s3.amazonaws.com/2019/12/06/57915a95-d298-459f-bd0f-e0584a1f8bc1/ENCFF881ZTQ.fastq.gz	c1fd5b9380fd6bf290ccd6f6339ed8c7	ENCSR693GOR	missing genetic modification reagents,mild to moderate bottlenecking
ENCSR253HUM	ENCFF211AMX	ZNF576	HepG2	HepG2 cell,Hep-G2	2	2_1	1	100	single-ended	47393067	https://encode-public.s3.amazonaws.com/2019/12/06/1aa91664-aa0d-460c-a98b-27572bb78548/ENCFF211AMX.fastq.gz	c694e56bc24dd07b46743bcff8f13344	ENCSR693GOR	missing genetic modification reagents,mild to moderate bottlenecking
ENCSR746XEG	ENCFF639NST	NFXL1	GM12878		1	1_1	2	100	paired-ended	44406975	https://encode-public.s3.amazonaws.com/2017/05/02/33f3270b-fe7d-4371-a3d6-d3d88f57c7a9/ENCFF639NST.fastq.gz	37fd949c94b2d5a740550238a4cf5daa	ENCSR956WYO	mild to moderate bottlenecking,borderline replicate concordance,antibody characterized with exemption
ENCSR746XEG	ENCFF571OVI	NFXL1	GM12878		2	2_1	1	100	paired-ended	42244397	https://encode-public.s3.amazonaws.com/2017/05/02/eaabf457-f995-42f3-b29a-9a22e3c9dadd/ENCFF571OVI.fastq.gz	7a806918818fb8d2c24fc1f8b084222f	ENCSR956WYO	mild to moderate bottlenecking,borderline replicate concordance,antibody characterized with exemption
ENCSR746XEG	ENCFF370YRD	NFXL1	GM12878		2	2_1	2	100	paired-ended	42244397	https://encode-public.s3.amazonaws.com/2017/05/02/41326c39-7679-4064-8db4-01dbc13cabe0/ENCFF370YRD.fastq.gz	da5be69acf0214792208a805d81f7c70	ENCSR956WYO	mild to moderate bottlenecking,borderline replicate concordance,antibody characterized with exemption
ENCSR746XEG	ENCFF377QZD	NFXL1	GM12878		1	1_1	1	100	paired-ended	44406975	https://encode-public.s3.amazonaws.com/2017/05/02/9984a374-4d74-4e1a-9913-43504e62a930/ENCFF377QZD.fastq.gz	8af46243d1b9223a7bc8ed70e2e717a6	ENCSR956WYO	mild to moderate bottlenecking,borderline replicate concordance,antibody characterized with exemption
ENCSR015TKV	ENCFF774IAM	BCLAF1	HepG2	HepG2 cell,Hep-G2	1	1_1	1	100	paired-ended	44293859	https://encode-public.s3.amazonaws.com/2017/04/12/21ead7a9-ec49-4667-bb4b-ecfc8248da64/ENCFF774IAM.fastq.gz	0c4fc2cc859820129667fc10233ab70d	ENCSR399VVK	mild to moderate bottlenecking
ENCSR015TKV	ENCFF090URG	BCLAF1	HepG2	HepG2 cell,Hep-G2	1	1_1	2	100	paired-ended	44293859	https://encode-public.s3.amazonaws.com/2017/04/12/ef830935-fbb9-4d23-b6ea-e38ec59a8bb4/ENCFF090URG.fastq.gz	4dc2266bf769bc35892abfa95d55f619	ENCSR399VVK	mild to moderate bottlenecking
ENCSR015TKV	ENCFF383GYI	BCLAF1	HepG2	HepG2 cell,Hep-G2	2	2_1	1	100	paired-ended	48415885	https://encode-public.s3.amazonaws.com/2017/04/12/fc09f6df-9b1a-4220-b552-a1166bd8ef6b/ENCFF383GYI.fastq.gz	53b6b1e81e2b26e96d26ef658839504e	ENCSR399VVK	mild to moderate bottlenecking
ENCSR015TKV	ENCFF696OAD	BCLAF1	HepG2	HepG2 cell,Hep-G2	2	2_1	2	100	paired-ended	48415885	https://encode-public.s3.amazonaws.com/2017/04/12/6d43b64c-955d-444c-b3ce-c79351afddba/ENCFF696OAD.fastq.gz	115f63f4e72b05e7d9a7d7eb95e74f5e	ENCSR399VVK	mild to moderate bottlenecking
ENCSR717QSS	ENCFF523AZG	ELK1	HepG2	HepG2 cell,Hep-G2	1	1_1	1	75	single-ended	27131258	https://encode-public.s3.amazonaws.com/2018/10/02/3a2e56c2-2f4c-44a4-8193-db70dec67d11/ENCFF523AZG.fastq.gz	8e618242516f3884569b20aa7c2f9e2e	ENCSR020QUJ	missing genetic modification reagents
