exp	acc	target	biosample	synonyms	biorep	techrep	read	read_length	run_type	read_count	url	md5sum	controls
ENCSR785YRL	ENCFF146LUA	CTCF	neutrophil	neutrophilic leucocyte,neutrocyte,neutrophil leukocyte,neutrophilic leukocyte,neutrophil leucocyte	1	1_1	1	76	single-ended	13677360	https://encode-public.s3.amazonaws.com/2016/11/04/ba1f636a-0367-48b2-93e0-04451c0ebcb4/ENCFF146LUA.fastq.gz	e3b96eeba393f56be147c1e1e5f7339d	ENCSR557RDB
ENCSR785YRL	ENCFF414LTY	CTCF	neutrophil	neutrophilic leucocyte,neutrocyte,neutrophil leukocyte,neutrophilic leukocyte,neutrophil leucocyte	1	1_1	1	76	single-ended	13616230	https://encode-public.s3.amazonaws.com/2016/11/04/8ed07d5d-bc7c-4e02-9340-d20753284f3e/ENCFF414LTY.fastq.gz	6534fb6fb9b9a8e74e3d4747712780c8	ENCSR557RDB
ENCSR785YRL	ENCFF953USV	CTCF	neutrophil	neutrophilic leucocyte,neutrocyte,neutrophil leukocyte,neutrophilic leukocyte,neutrophil leucocyte	2	2_1	1	76	single-ended	7424113	https://encode-public.s3.amazonaws.com/2016/11/04/24b43b46-1bcf-4e4a-888c-6c70f76d8e23/ENCFF953USV.fastq.gz	30a2c08a75ec13e063e1f43b57b2f475	ENCSR557RDB
ENCSR785YRL	ENCFF438UGJ	CTCF	neutrophil	neutrophilic leucocyte,neutrocyte,neutrophil leukocyte,neutrophilic leukocyte,neutrophil leucocyte	2	2_1	1	76	single-ended	7220550	https://encode-public.s3.amazonaws.com/2016/11/04/b4429931-9061-439b-94b3-8ff392592aa2/ENCFF438UGJ.fastq.gz	97415c27d21f064c1a3715a6b677f078	ENCSR557RDB
ENCSR785YRL	ENCFF071BCK	CTCF	neutrophil	neutrophilic leucocyte,neutrocyte,neutrophil leukocyte,neutrophilic leukocyte,neutrophil leucocyte	2	2_1	1	76	single-ended	8476337	https://encode-public.s3.amazonaws.com/2016/11/04/db38d58e-4d21-4eb3-8477-1e9a49a31292/ENCFF071BCK.fastq.gz	1998d7d947ff9c9c3b7b069820b0e193	ENCSR557RDB
ENCSR785YRL	ENCFF842MOT	CTCF	neutrophil	neutrophilic leucocyte,neutrocyte,neutrophil leukocyte,neutrophilic leukocyte,neutrophil leucocyte	2	2_1	1	76	single-ended	8316247	https://encode-public.s3.amazonaws.com/2016/11/04/a2ef031c-d2fe-425b-9a6d-fc4831f10a30/ENCFF842MOT.fastq.gz	c7c36b09c5510d448c65621ae1ea94dd	ENCSR557RDB
ENCSR791AYW	ENCFF632WAT	CTCF	heart left ventricle	left ventricle of heart,cardiac left ventricle,left cardiac ventricle,left ventricle	1	1_1	2	100	paired-ended	48393412	https://encode-public.s3.amazonaws.com/2017/01/26/1308b30b-3959-4aae-9361-5d6f1d48b356/ENCFF632WAT.fastq.gz	1092a799a3a08c2f639bd69fbd828388	ENCSR689CZH
ENCSR791AYW	ENCFF032PDB	CTCF	heart left ventricle	left ventricle of heart,cardiac left ventricle,left cardiac ventricle,left ventricle	1	1_1	1	100	paired-ended	48393412	https://encode-public.s3.amazonaws.com/2017/01/26/9ba9fa79-31f5-4a8e-934a-d77c6b435fb3/ENCFF032PDB.fastq.gz	9430329c34a1123312ea0f7a21291bdd	ENCSR689CZH
ENCSR606TNN	ENCFF215BBJ	CTCF	vagina		1	1_1	1	100	paired-ended	39191199	https://encode-public.s3.amazonaws.com/2017/01/26/c84c2c09-d4df-4df0-a2cd-f89a96fed9d5/ENCFF215BBJ.fastq.gz	a0b77e72dbbe713e53a42393f4286413	ENCSR558QYH
ENCSR606TNN	ENCFF023HVW	CTCF	vagina		1	1_1	2	100	paired-ended	39191199	https://encode-public.s3.amazonaws.com/2017/01/26/dd0f26a6-af35-47da-aca4-022eecb4bc09/ENCFF023HVW.fastq.gz	5d1deae2baa91609949f758d4941989a	ENCSR558QYH
ENCSR175FLL	ENCFF024HXP	CTCF	coronary artery	coronary arterial tree	1	1_1	1	100	paired-ended	41295371	https://encode-public.s3.amazonaws.com/2017/01/26/cc54c283-feee-47d7-bd4d-35a8a0114347/ENCFF024HXP.fastq.gz	58a176ea8b65109ba1a1ed8872c4459c	ENCSR915YUA
ENCSR175FLL	ENCFF480IZA	CTCF	coronary artery	coronary arterial tree	1	1_1	2	100	paired-ended	41295371	https://encode-public.s3.amazonaws.com/2017/01/26/b740358a-8d98-43a6-80d2-92e09ea1430d/ENCFF480IZA.fastq.gz	b686fec602e42dd11cae19e91ac53637	ENCSR915YUA
ENCSR955BIB	ENCFF202MPS	CTCF	thyroid gland	thyroid	1	1_1	1	100	paired-ended	41370372	https://encode-public.s3.amazonaws.com/2016/12/06/c79dc8f0-ea5d-418f-9bd8-438ba9737ad4/ENCFF202MPS.fastq.gz	43d380146c67993468e807cdd8e04b12	ENCSR144QLB
ENCSR955BIB	ENCFF153BBD	CTCF	thyroid gland	thyroid	1	1_1	2	100	paired-ended	41370372	https://encode-public.s3.amazonaws.com/2016/12/06/04ae1832-6089-4d4b-a1cc-5f799848a17c/ENCFF153BBD.fastq.gz	f7ee17d4fa680d59606e058e415ff36e	ENCSR144QLB
ENCSR972LYL	ENCFF803CMG	CTCF	upper lobe of left lung	left upper lobe of lung,left upper lobe,superior lobe of left lung,left lung cranial lobe,lobus superior (pulmo sinister),lobus superior pulmonis sinistri	1	1_1	1	100	paired-ended	36993525	https://encode-public.s3.amazonaws.com/2016/12/05/45ea3ead-4bac-484e-a90e-438eca0e339c/ENCFF803CMG.fastq.gz	e784d89d481ef8a9ac4f97a993793d58	ENCSR061CNP
ENCSR972LYL	ENCFF311EXW	CTCF	upper lobe of left lung	left upper lobe of lung,left upper lobe,superior lobe of left lung,left lung cranial lobe,lobus superior (pulmo sinister),lobus superior pulmonis sinistri	1	1_1	2	100	paired-ended	36993525	https://encode-public.s3.amazonaws.com/2016/12/05/74c0d791-2a5b-4cf5-810e-10912a7b6d0c/ENCFF311EXW.fastq.gz	3dde57ec1f28a89f1446feba666f22f5	ENCSR061CNP
ENCSR419ANE	ENCFF541IAK	CTCF	Peyer's patch	noduli lymphoidei aggregati	1	1_1	1	100	paired-ended	35918993	https://encode-public.s3.amazonaws.com/2017/01/26/694b93cb-8532-41f4-94e7-35396314721a/ENCFF541IAK.fastq.gz	550383d944611d5300a1fb88b92a6dfb	ENCSR067AZA
ENCSR419ANE	ENCFF495AQO	CTCF	Peyer's patch	noduli lymphoidei aggregati	1	1_1	2	100	paired-ended	35918993	https://encode-public.s3.amazonaws.com/2017/01/26/b2f80817-cb88-4500-997e-b0c540d183af/ENCFF495AQO.fastq.gz	738efc2bbb1e85b768cca39231bdddd3	ENCSR067AZA
ENCSR542SCB	ENCFF851HMF	CTCF	Peyer's patch	noduli lymphoidei aggregati	1	1_1	1	76	single-ended	7839707	https://encode-public.s3.amazonaws.com/2019/01/28/2e14ed20-a0a5-4dab-9a4b-9837ec327416/ENCFF851HMF.fastq.gz	0195de31cdcf67de3acfa4466c75edca	ENCSR773UBR
ENCSR542SCB	ENCFF769HBF	CTCF	Peyer's patch	noduli lymphoidei aggregati	1	1_1	1	76	single-ended	7812600	https://encode-public.s3.amazonaws.com/2019/01/28/58438389-a98c-4216-bc79-162f29b5239f/ENCFF769HBF.fastq.gz	3544f31e5fdb602c0e719d9a2158a6ca	ENCSR773UBR
ENCSR542SCB	ENCFF193FLJ	CTCF	Peyer's patch	noduli lymphoidei aggregati	1	1_2	1	76	single-ended	33066040	https://encode-public.s3.amazonaws.com/2019/01/28/d3221075-3947-4d72-b228-e2e014cfb69a/ENCFF193FLJ.fastq.gz	05be02d76fcb2e6adf9d0e9b07c5bed8	ENCSR773UBR
ENCSR542SCB	ENCFF411BGX	CTCF	Peyer's patch	noduli lymphoidei aggregati	1	1_2	1	76	single-ended	32979550	https://encode-public.s3.amazonaws.com/2019/01/28/b70fa8ef-c982-4607-b067-f9ad95b78758/ENCFF411BGX.fastq.gz	46c438e620b18725725870702066ce20	ENCSR773UBR
ENCSR594NSU	ENCFF423IPK	CTCF	gastrocnemius medialis	medial head of gastrocnemius muscle,medial head of gastrocnemius,caput mediale musculus gastrocnemii,caput mediale (musculus gastrocnemius)	1	1_2	1	76	single-ended	12444423	https://encode-public.s3.amazonaws.com/2019/08/14/255c856b-54ba-4b77-b3e5-dea6fdb009fb/ENCFF423IPK.fastq.gz	53b76744e02575ca670d12ccdc54f4e8	ENCSR775IMI
ENCSR594NSU	ENCFF691QDF	CTCF	gastrocnemius medialis	medial head of gastrocnemius muscle,medial head of gastrocnemius,caput mediale musculus gastrocnemii,caput mediale (musculus gastrocnemius)	1	1_1	1	76	single-ended	14420857	https://encode-public.s3.amazonaws.com/2019/08/14/29857549-1b2d-462a-a5b6-06e295b144d0/ENCFF691QDF.fastq.gz	25051021c544dc1414b1e4dcbf610274	ENCSR775IMI
ENCSR594NSU	ENCFF263QTH	CTCF	gastrocnemius medialis	medial head of gastrocnemius muscle,medial head of gastrocnemius,caput mediale musculus gastrocnemii,caput mediale (musculus gastrocnemius)	1	1_1	1	76	single-ended	14084047	https://encode-public.s3.amazonaws.com/2019/08/14/2e0eb94c-fac3-4324-8f10-b60d6afed018/ENCFF263QTH.fastq.gz	dbe8d4ab5476d3e054ce4d795b08512f	ENCSR775IMI
ENCSR594NSU	ENCFF583KXV	CTCF	gastrocnemius medialis	medial head of gastrocnemius muscle,medial head of gastrocnemius,caput mediale musculus gastrocnemii,caput mediale (musculus gastrocnemius)	1	1_2	1	76	single-ended	12442685	https://encode-public.s3.amazonaws.com/2019/08/14/58320b37-83c0-43ec-930a-640319f549c2/ENCFF583KXV.fastq.gz	f121e6929575f9042930d95e25b7ec40	ENCSR775IMI
ENCSR414CQB	ENCFF984HWD	CTCF	A549	A-549,A549 cell	2	2_1	1	51	single-ended	21004343	https://encode-public.s3.amazonaws.com/2016/12/15/d83b8b8d-acd1-4101-b30e-40a68d07997a/ENCFF984HWD.fastq.gz	f0d305d374a90f27384f88ff7ca053f8	ENCSR382EJS
ENCSR414CQB	ENCFF016IVG	CTCF	A549	A-549,A549 cell	1	1_1	1	51	single-ended	24127228	https://encode-public.s3.amazonaws.com/2016/12/15/a65e60ea-1043-4d67-9f15-759d4bf453a0/ENCFF016IVG.fastq.gz	a21465d2ba9438f68a8c51d74102da0c	ENCSR382EJS
ENCSR414CQB	ENCFF456HVM	CTCF	A549	A-549,A549 cell	3	3_1	1	51	single-ended	26425367	https://encode-public.s3.amazonaws.com/2016/12/15/bea6fa46-3f8a-4f5a-ab04-f91ed25e70f8/ENCFF456HVM.fastq.gz	bbcbc864eb693121e6c9c5d433333240	ENCSR382EJS
ENCSR847XGE	ENCFF953SOH	CTCF	22Rv1		1	1_1	1	100	paired-ended	31239005	https://encode-public.s3.amazonaws.com/2017/03/22/3c44b215-c3ee-472d-8415-7425ccae47a2/ENCFF953SOH.fastq.gz	be7234835c9c4419dd9e0d296d1e52c0	ENCSR933UGQ
ENCSR847XGE	ENCFF780PZK	CTCF	22Rv1		2	2_1	1	100	paired-ended	59537939	https://encode-public.s3.amazonaws.com/2017/03/22/445c2fab-c9ae-4e94-883a-9612613e4740/ENCFF780PZK.fastq.gz	716fef47ba866212201409bc1eab7557	ENCSR933UGQ
ENCSR847XGE	ENCFF672YYT	CTCF	22Rv1		1	1_1	2	100	paired-ended	31239005	https://encode-public.s3.amazonaws.com/2017/03/22/926faea8-841b-420b-a596-851ced51083e/ENCFF672YYT.fastq.gz	9355f1de86f96e46a53de8e0eec68083	ENCSR933UGQ
ENCSR847XGE	ENCFF581WJZ	CTCF	22Rv1		2	2_1	2	100	paired-ended	59537939	https://encode-public.s3.amazonaws.com/2017/03/22/f8fcd7e5-504a-4edf-a017-3f77ae19f9eb/ENCFF581WJZ.fastq.gz	ec782388144aadac87f2ebae69124818	ENCSR933UGQ
ENCSR911GFJ	ENCFF365XKE	CTCF	right lobe of liver	liver right lobe,lobus hepaticus dexter,right liver lobe	1	1_1	1	100	paired-ended	32110117	https://encode-public.s3.amazonaws.com/2016/12/06/9c2f1118-616d-45d6-9c65-000cf31d98b9/ENCFF365XKE.fastq.gz	247dfd7e18132812f7fb7a4003ca5bbf	ENCSR336OPU
ENCSR911GFJ	ENCFF148DET	CTCF	right lobe of liver	liver right lobe,lobus hepaticus dexter,right liver lobe	1	1_1	2	100	paired-ended	32110117	https://encode-public.s3.amazonaws.com/2016/12/06/2353f98e-4191-4c24-9490-886934a54baf/ENCFF148DET.fastq.gz	0170bc652bfb29f34e4526dec94a08e6	ENCSR336OPU
ENCSR130TQM	ENCFF134WLB	CTCF	A549	A-549,A549 cell	1	1_1	1	51	single-ended	22615876	https://encode-public.s3.amazonaws.com/2016/12/15/f40c70c2-849c-41e1-b9be-51cf3bc27109/ENCFF134WLB.fastq.gz	b70ad4618f0618c4d1132a679c60f6bc	ENCSR748SVE
ENCSR130TQM	ENCFF562YWN	CTCF	A549	A-549,A549 cell	3	3_1	1	51	single-ended	22639823	https://encode-public.s3.amazonaws.com/2016/12/15/ec9d3c59-d76e-4350-abb3-1af88ce7fad1/ENCFF562YWN.fastq.gz	88a65c5b70d2e0e6b0248d722255577d	ENCSR748SVE
ENCSR130TQM	ENCFF632YGZ	CTCF	A549	A-549,A549 cell	2	2_1	1	51	single-ended	19930282	https://encode-public.s3.amazonaws.com/2016/12/15/fc4b7e1b-ec14-4b10-9348-3bc89ca7ac49/ENCFF632YGZ.fastq.gz	db29c9fe1dc648310d462426a0b01c71	ENCSR748SVE
ENCSR408XTO	ENCFF947LDP	CTCF	body of pancreas	pancreas body,pancreatic body	1	1_1	2	100	paired-ended	32605591	https://encode-public.s3.amazonaws.com/2016/10/24/442add6a-b59f-4f74-b965-53ee730925f8/ENCFF947LDP.fastq.gz	dd14565414e6717e683bf8043f15c0df	ENCSR853XCA
ENCSR408XTO	ENCFF163EIH	CTCF	body of pancreas	pancreas body,pancreatic body	1	1_1	1	100	paired-ended	32605591	https://encode-public.s3.amazonaws.com/2016/10/24/41e7d086-fa3f-4413-8756-0e1a33f9cf0a/ENCFF163EIH.fastq.gz	9208c1381bf0eec30ef3c88180aca40c	ENCSR853XCA
ENCSR492ZIW	ENCFF588VLV	CTCF	thyroid gland	thyroid	1	1_1	2	100	paired-ended	25271937	https://encode-public.s3.amazonaws.com/2016/10/26/6ae9d032-b933-4aac-9a55-9ffba8ac86f1/ENCFF588VLV.fastq.gz	fddbdcdfc6d391dc7399e3ca8c8000b6	ENCSR975JIE
ENCSR492ZIW	ENCFF095HAZ	CTCF	thyroid gland	thyroid	1	1_1	1	100	paired-ended	25271937	https://encode-public.s3.amazonaws.com/2016/10/26/2851bc98-11fa-4dac-9e3b-1a0421e39603/ENCFF095HAZ.fastq.gz	f8bb41bb27ce11115401c1035e8b119e	ENCSR975JIE
ENCSR027FSZ	ENCFF527SCA	CTCF	upper lobe of left lung	left upper lobe of lung,left upper lobe,superior lobe of left lung,left lung cranial lobe,lobus superior (pulmo sinister),lobus superior pulmonis sinistri	1	1_1	1	100	paired-ended	43257985	https://encode-public.s3.amazonaws.com/2016/12/05/b0c7d682-b5bc-4bc0-bf4f-9d4a5117a91b/ENCFF527SCA.fastq.gz	25298c51c3b92bcf6dddba903c82992b	ENCSR062MVC
ENCSR027FSZ	ENCFF239LFN	CTCF	upper lobe of left lung	left upper lobe of lung,left upper lobe,superior lobe of left lung,left lung cranial lobe,lobus superior (pulmo sinister),lobus superior pulmonis sinistri	1	1_1	2	100	paired-ended	43257985	https://encode-public.s3.amazonaws.com/2016/12/05/e5117af0-016b-4339-b2b1-23c2cc7c5731/ENCFF239LFN.fastq.gz	82f85121b40fd11c4812fc0586f39e1b	ENCSR062MVC
ENCSR036EGV	ENCFF116KHO	CTCF	foreskin keratinocyte		2	2_1	1	101	paired-ended	44099688	https://encode-public.s3.amazonaws.com/2016/12/09/ad170dfc-6d38-434d-8644-f3cf7a0cf5b6/ENCFF116KHO.fastq.gz	22b32c16d82e2ffdad1a4a8d619d6ffa	ENCSR488AHQ
ENCSR036EGV	ENCFF799EIX	CTCF	foreskin keratinocyte		1	1_1	1	101	paired-ended	37682684	https://encode-public.s3.amazonaws.com/2016/12/09/27fda91d-a288-4bab-b58d-727ca12fbe59/ENCFF799EIX.fastq.gz	b8f0bd77bfd0d7871503690c2357781a	ENCSR488AHQ
ENCSR036EGV	ENCFF298TOW	CTCF	foreskin keratinocyte		1	1_1	2	101	paired-ended	37682684	https://encode-public.s3.amazonaws.com/2016/12/09/e8ef09d4-4038-4edd-804a-7e25ba87dbdb/ENCFF298TOW.fastq.gz	495dd2b4c3b4b854b23eb4bab498e64b	ENCSR488AHQ
ENCSR036EGV	ENCFF536FQC	CTCF	foreskin keratinocyte		2	2_1	2	101	paired-ended	44099688	https://encode-public.s3.amazonaws.com/2016/12/09/39ce2a9d-aefe-4f96-bbe3-790be407814b/ENCFF536FQC.fastq.gz	12abee5acebffccf551e647ed0b4e9f2	ENCSR488AHQ
ENCSR970UZD	ENCFF550BKX	CTCF	upper lobe of left lung	left upper lobe of lung,left upper lobe,superior lobe of left lung,left lung cranial lobe,lobus superior (pulmo sinister),lobus superior pulmonis sinistri	1	1_1	1	100	paired-ended	38323122	https://encode-public.s3.amazonaws.com/2016/12/05/295a260e-5a1b-4c94-8161-872f05fd4e87/ENCFF550BKX.fastq.gz	ed04ef75c46d06f31a0579d098a1cbfe	ENCSR492GDK
ENCSR970UZD	ENCFF635PVD	CTCF	upper lobe of left lung	left upper lobe of lung,left upper lobe,superior lobe of left lung,left lung cranial lobe,lobus superior (pulmo sinister),lobus superior pulmonis sinistri	1	1_1	2	100	paired-ended	38323122	https://encode-public.s3.amazonaws.com/2016/12/05/032b69d4-9d0b-4116-8382-c5a7fad6003b/ENCFF635PVD.fastq.gz	d2b012e374ff08846fef94bb12b48140	ENCSR492GDK
ENCSR315NAC	ENCFF747RJL	CTCF	LNCAP	LNCAP cell	1	1_1	1	100	paired-ended	52495671	https://encode-public.s3.amazonaws.com/2017/03/09/985bafb8-864e-4d4d-858f-75c147771faa/ENCFF747RJL.fastq.gz	0cbf08f7a02164d56763cda87a75dcea	ENCSR300XAV
ENCSR315NAC	ENCFF088PXS	CTCF	LNCAP	LNCAP cell	1	1_1	2	100	paired-ended	52495671	https://encode-public.s3.amazonaws.com/2017/03/09/30f011c1-ef25-4d9a-bf9f-7c13590193e5/ENCFF088PXS.fastq.gz	b00b777da2a89c0b2baa1ff844f71a72	ENCSR300XAV
ENCSR315NAC	ENCFF681LMY	CTCF	LNCAP	LNCAP cell	2	2_1	1	100	paired-ended	31164384	https://encode-public.s3.amazonaws.com/2017/04/12/f38089bd-3dac-4dfb-9146-5b004736af37/ENCFF681LMY.fastq.gz	030dd9cb166b72573799fefce0faead5	ENCSR300XAV
ENCSR315NAC	ENCFF202AUU	CTCF	LNCAP	LNCAP cell	2	2_1	2	100	paired-ended	31164384	https://encode-public.s3.amazonaws.com/2017/04/12/6bcce06e-40f8-45c9-ac64-ee3145291268/ENCFF202AUU.fastq.gz	6e48e2fe0b571eae6c543595fa63c015	ENCSR300XAV
ENCSR315NAC	ENCFF863ZTU	CTCF	LNCAP	LNCAP cell	2	2_1	1	100	paired-ended	43496176	https://encode-public.s3.amazonaws.com/2017/07/14/afd3c775-79ee-446b-88e2-21d3818cc662/ENCFF863ZTU.fastq.gz	a1341a8dc4ac1c122f7e32bfec25c8ef	ENCSR300XAV
ENCSR315NAC	ENCFF190SME	CTCF	LNCAP	LNCAP cell	2	2_1	2	100	paired-ended	43496176	https://encode-public.s3.amazonaws.com/2017/07/14/e24a1a9c-c4a2-4774-9a93-eac8a620a0b4/ENCFF190SME.fastq.gz	3933cf16098bd470364a8c028d7309c6	ENCSR300XAV
ENCSR265ARE	ENCFF950MHM	CTCF	VCaP		1	1_1	1	100	paired-ended	37235861	https://encode-public.s3.amazonaws.com/2017/03/22/253ef304-deee-4b65-9f23-b1f4bdea60c0/ENCFF950MHM.fastq.gz	1e729067d1065850283c8cc12eaa7bd0	ENCSR716BTZ
ENCSR265ARE	ENCFF858GIB	CTCF	VCaP		1	1_1	2	100	paired-ended	37235861	https://encode-public.s3.amazonaws.com/2017/03/22/55194e68-9d30-4ec3-a097-f26093bee568/ENCFF858GIB.fastq.gz	8511ee5d01e78ab4994656514381e787	ENCSR716BTZ
ENCSR265ARE	ENCFF199YWX	CTCF	VCaP		2	2_1	1	100	paired-ended	48467851	https://encode-public.s3.amazonaws.com/2017/07/18/a13f7e6c-a7b9-4920-a5f7-492a1cd918bb/ENCFF199YWX.fastq.gz	b991d478872e77e14ab206eae633421d	ENCSR716BTZ
ENCSR265ARE	ENCFF857ZPD	CTCF	VCaP		2	2_1	2	100	paired-ended	48467851	https://encode-public.s3.amazonaws.com/2017/07/18/c6f9ab8c-1f8f-4f51-a1aa-888ea61c9a72/ENCFF857ZPD.fastq.gz	245fd03c91161ca305eb7fff4a6ece38	ENCSR716BTZ
ENCSR303GFI	ENCFF645FSY	CTCF	RWPE1	CRL-11609,RWPE 1,RWPE_1	2	2_1	1	100	paired-ended	18739201	https://encode-public.s3.amazonaws.com/2017/03/10/52acdae4-ddb5-4b4a-9a65-dbe2588e5944/ENCFF645FSY.fastq.gz	2651a90d301e02536e15201090d32cf6	ENCSR061MKW
ENCSR303GFI	ENCFF278JAX	CTCF	RWPE1	CRL-11609,RWPE 1,RWPE_1	2	2_1	2	100	paired-ended	18739201	https://encode-public.s3.amazonaws.com/2017/03/10/acaaf579-c1fb-4025-a7c7-b77ab05beed8/ENCFF278JAX.fastq.gz	0c5cad0c75ceb38ae7ba71292abed456	ENCSR061MKW
ENCSR303GFI	ENCFF291IKU	CTCF	RWPE1	CRL-11609,RWPE 1,RWPE_1	1	1_1	1	100	paired-ended	23987355	https://encode-public.s3.amazonaws.com/2017/03/10/81bf0dd8-de53-4c1a-8522-fc27c5b149bf/ENCFF291IKU.fastq.gz	90be94719bd7119e6301005395607deb	ENCSR061MKW
ENCSR303GFI	ENCFF059MRY	CTCF	RWPE1	CRL-11609,RWPE 1,RWPE_1	1	1_1	2	100	paired-ended	23987355	https://encode-public.s3.amazonaws.com/2017/03/10/580fe781-19f9-4699-9b18-edcb436a2380/ENCFF059MRY.fastq.gz	ae607c23948bbb191e613f747040b352	ENCSR061MKW
ENCSR303GFI	ENCFF047YUA	CTCF	RWPE1	CRL-11609,RWPE 1,RWPE_1	2	2_1	1	100	paired-ended	43752948	https://encode-public.s3.amazonaws.com/2017/07/14/88d62e26-987f-4751-960a-b2bbd374bf5f/ENCFF047YUA.fastq.gz	9a7aa16cb54ef9a01c3c43f714c992fa	ENCSR061MKW
ENCSR303GFI	ENCFF335VLV	CTCF	RWPE1	CRL-11609,RWPE 1,RWPE_1	2	2_1	2	100	paired-ended	43752948	https://encode-public.s3.amazonaws.com/2017/07/14/ca1c5b18-b728-4aea-85a3-8cd0aa81add9/ENCFF335VLV.fastq.gz	a23d10335c0c1265d9d288be238b86cf	ENCSR061MKW
ENCSR925GDS	ENCFF234XJV	CTCF	sigmoid colon		1	1_1	1	100	paired-ended	60912577	https://encode-public.s3.amazonaws.com/2016/12/02/985a10f5-3635-4dc8-b9e8-70bbd579adce/ENCFF234XJV.fastq.gz	8ab676b230fab1a5b9ab0b0801be0e2d	ENCSR747VNS
ENCSR925GDS	ENCFF321IVY	CTCF	sigmoid colon		1	1_1	2	100	paired-ended	60912577	https://encode-public.s3.amazonaws.com/2016/12/02/f030db20-7789-40de-ad09-58ebab483516/ENCFF321IVY.fastq.gz	d29aca3cd58b74881433a609b2a1e614	ENCSR747VNS
ENCSR392SFJ	ENCFF547FMQ	CTCF	uterus		1	1_1	2	100	paired-ended	43775535	https://encode-public.s3.amazonaws.com/2016/10/14/fa5867fa-0c5f-4c4a-8270-4522e648e310/ENCFF547FMQ.fastq.gz	c66583373860539530a16ec81603fef3	ENCSR948PSS
ENCSR392SFJ	ENCFF706PQV	CTCF	uterus		1	1_1	1	100	paired-ended	43775535	https://encode-public.s3.amazonaws.com/2016/10/14/bcd1d3da-0aa3-4b41-8823-638fb7dc00ce/ENCFF706PQV.fastq.gz	bd961e6d5bbdfea9a013020e683207c5	ENCSR948PSS
ENCSR932ZMX	ENCFF769AJC	CTCF	GM23338		1	1_1	1	50	single-ended	25333760	https://encode-public.s3.amazonaws.com/2015/12/17/615af6d9-e24c-44e0-9e20-23ca7d5e2c0e/ENCFF769AJC.fastq.gz	21781ceb8bcee4fb0e7da2e8c16298ba	ENCSR447FVP,ENCSR655HDE
ENCSR932ZMX	ENCFF566LFO	CTCF	GM23338		2	2_1	1	50	single-ended	24544392	https://encode-public.s3.amazonaws.com/2015/12/17/c26ccec4-96d7-41e9-a16d-a2bde17b17ff/ENCFF566LFO.fastq.gz	8c337182a851fbc8e96263e91da3132f	ENCSR447FVP,ENCSR655HDE
ENCSR485VQV	ENCFF840ZPG	CTCF	suprapubic skin		1	1_1	1	76	single-ended	5522257	https://encode-public.s3.amazonaws.com/2019/07/29/5648880f-c615-4834-902c-ef258b1211cc/ENCFF840ZPG.fastq.gz	11a043aba9309c514b284c3f452b16e2	ENCSR531AUV
ENCSR485VQV	ENCFF041XKD	CTCF	suprapubic skin		1	1_1	1	76	single-ended	5421092	https://encode-public.s3.amazonaws.com/2019/07/29/2923a130-752a-4deb-a4a9-477f6c9d50e8/ENCFF041XKD.fastq.gz	e0d7259f2f49fc88f4948c5232bb1edf	ENCSR531AUV
ENCSR485VQV	ENCFF772YMQ	CTCF	suprapubic skin		1	1_2	1	76	single-ended	15292337	https://encode-public.s3.amazonaws.com/2019/07/29/40b42f7c-eee0-4314-885b-ab289e0002de/ENCFF772YMQ.fastq.gz	c96d8b0a10c8daab55cacb90dc69d5fb	ENCSR531AUV
ENCSR485VQV	ENCFF259VMA	CTCF	suprapubic skin		1	1_2	1	76	single-ended	15066867	https://encode-public.s3.amazonaws.com/2019/07/29/e6d2172d-31f3-425a-ad75-0aa18db062ad/ENCFF259VMA.fastq.gz	07c93a11dc6d4af63198b97a7406377f	ENCSR531AUV
ENCSR485VQV	ENCFF482IFJ	CTCF	suprapubic skin		1	1_1	1	76	single-ended	5437849	https://encode-public.s3.amazonaws.com/2019/07/29/98ba3f91-677c-45d8-bfc5-39ecc4d7346d/ENCFF482IFJ.fastq.gz	5e700628a493874fa52de4bd8066b87e	ENCSR531AUV
ENCSR485VQV	ENCFF909IXX	CTCF	suprapubic skin		1	1_1	1	76	single-ended	5459627	https://encode-public.s3.amazonaws.com/2019/07/29/4a4a521d-4ff3-4352-bf7a-126ec95b8aaa/ENCFF909IXX.fastq.gz	3e184f5ff2aa87d7f93376cd0e3e26e6	ENCSR531AUV
ENCSR253ALG	ENCFF694BHO	CTCF	pancreas		1	1_1	1	76	single-ended	5934494	https://encode-public.s3.amazonaws.com/2020/05/01/bc83a287-ba8e-4e2c-aaed-aa9793dc24f1/ENCFF694BHO.fastq.gz	b91b9695471fad31a6ea57a83fa76fe6	ENCSR130HAG
ENCSR253ALG	ENCFF935HGS	CTCF	pancreas		1	1_1	1	76	single-ended	5842110	https://encode-public.s3.amazonaws.com/2020/05/01/8c98e3b3-cb90-46c5-bcbe-0735da701281/ENCFF935HGS.fastq.gz	7d10d7e1e8f93e014a10465b4dd3b10d	ENCSR130HAG
ENCSR253ALG	ENCFF289SSV	CTCF	pancreas		1	1_1	1	76	single-ended	5865714	https://encode-public.s3.amazonaws.com/2020/05/01/68f57855-0799-482e-9bcb-a8ba14da84b8/ENCFF289SSV.fastq.gz	a0dba8e661c3234f79d197ee430d4d42	ENCSR130HAG
